Fecha,1078,1079,1108,1177,1231,1232,1253,1254,1255,1272,1333,1334,1337,1340,1345,1346,1355,1356,1362,1364,1406,1408,1409,1847
10-06-2025 00:00,167.97,283.74,150.8,305.01,837.86,1151.25,770.18,102.43,442.96,894.82,490.0,379.23,76.37,75.27,401.97,330.4,245.25,210.28,4.56,11.86,219.23,107.47,32.06,244.38
10-06-2025 00:05,167.97,283.74,150.78,305.01,837.92,1151.23,770.18,102.42,442.98,894.82,490.0,379.22,76.37,75.27,401.97,330.41,245.26,210.28,4.56,11.86,219.23,107.48,32.06,244.38
10-06-2025 00:10,167.97,283.74,150.77,305.01,837.91,1151.2,770.18,102.42,443.0,894.81,490.0,379.21,76.37,75.27,401.97,330.43,245.26,210.28,4.56,11.86,219.23,107.47,32.06,244.38
10-06-2025 00:15,167.97,283.74,150.78,305.01,837.92,1151.18,770.18,102.42,443.0,894.8,490.0,379.21,76.37,75.27,401.97,330.44,245.26,210.28,4.56,11.86,219.23,107.48,32.02,244.38
10-06-2025 00:20,167.97,283.74,150.77,305.01,837.93,1151.15,770.18,102.42,443.0,894.8,490.0,379.21,76.37,75.27,401.97,330.44,245.26,210.28,4.56,11.86,219.23,107.47,32.02,244.38
10-06-2025 00:25,167.97,283.74,150.77,305.01,837.92,1151.13,770.18,102.42,443.0,894.8,490.0,379.21,76.37,75.27,401.97,330.44,245.26,210.28,4.56,11.86,219.23,107.47,32.02,244.38
10-06-2025 00:30,167.97,283.74,150.78,305.01,837.93,1151.1,770.18,102.42,443.0,894.81,490.0,379.21,76.36,75.27,401.97,330.44,245.26,210.28,4.56,11.86,219.23,107.47,32.04,244.38
10-06-2025 00:35,167.97,283.74,150.77,305.01,837.93,1151.08,770.18,102.42,443.0,894.82,490.0,379.21,76.35,75.27,401.97,330.44,245.26,210.28,4.56,11.86,219.23,107.47,32.04,244.38
10-06-2025 00:40,167.97,283.74,150.78,305.01,837.93,1151.06,770.18,102.42,443.0,894.82,490.0,379.21,76.35,75.27,401.97,330.45,245.26,210.28,4.56,11.86,219.23,107.47,32.06,244.38
10-06-2025 00:45,167.97,283.74,150.78,305.01,837.93,1151.03,770.18,102.42,443.0,894.83,490.0,379.21,76.35,75.27,401.97,330.47,245.26,210.28,4.56,11.86,219.23,107.47,32.06,244.38
10-06-2025 00:50,167.97,283.74,150.77,305.01,837.93,1151.01,770.18,102.41,443.0,894.83,490.0,379.21,76.35,75.27,401.97,330.47,245.26,210.28,4.56,11.86,219.23,107.48,32.06,244.38
10-06-2025 00:55,167.97,283.74,150.8,305.01,837.93,1150.99,770.18,102.41,443.0,894.84,490.0,379.21,76.35,75.27,401.97,330.47,245.27,210.28,4.56,11.86,219.23,107.48,32.08,244.38
