Fecha,1078,1108,1177,1231,1232,1253,1254,1255,1272,1333,1334,1337,1340,1345,1356,1362,1364,1406,1408,1409,1847
10-06-2025 00:00,7.43,29.76,18.21,15.27,6.56,8.09,0.73,0.01,0.13,32.57,3.57,0.44,1.01,6.94,32.5,0.02,3.09,209.26,89.77,36.97,4.98
10-06-2025 00:05,7.43,29.74,18.21,15.25,6.56,8.09,0.73,0.01,0.13,32.57,3.57,0.44,1.01,6.94,32.5,0.02,3.09,209.26,89.77,36.95,4.98
10-06-2025 00:10,7.43,29.73,18.21,15.27,6.54,8.09,0.73,0.01,0.13,32.57,3.56,0.44,1.01,6.94,32.5,0.02,3.09,209.26,89.77,36.86,4.98
10-06-2025 00:15,7.43,29.73,18.21,15.31,6.54,8.09,0.73,0.01,0.13,32.58,3.56,0.44,1.01,6.94,32.49,0.02,3.09,209.26,89.73,36.86,4.98
10-06-2025 00:20,7.43,29.72,18.21,15.29,6.53,8.09,0.73,0.01,0.13,32.58,3.56,0.44,1.01,6.94,32.49,0.02,3.09,209.26,89.7,36.86,4.98
10-06-2025 00:25,7.43,29.72,18.21,15.31,6.52,8.09,0.73,0.01,0.13,32.58,3.56,0.44,1.01,6.94,32.49,0.02,3.09,209.26,89.7,36.92,4.98
10-06-2025 00:30,7.43,29.73,18.21,15.34,6.51,8.09,0.73,0.01,0.13,32.58,3.56,0.44,1.0,6.94,32.48,0.02,3.09,209.26,89.67,36.92,4.98
10-06-2025 00:35,7.43,29.72,18.21,15.32,6.5,8.09,0.73,0.01,0.13,32.59,3.56,0.43,1.0,6.94,32.48,0.02,3.09,209.26,89.7,36.95,4.98
10-06-2025 00:40,7.43,29.74,18.21,15.35,6.49,8.09,0.73,0.01,0.13,32.59,3.56,0.43,1.0,6.94,32.48,0.02,3.09,209.26,89.73,36.95,4.98
10-06-2025 00:45,7.43,29.73,18.21,15.36,6.48,8.09,0.73,0.01,0.13,32.59,3.56,0.43,1.0,6.94,32.47,0.02,3.09,209.26,89.73,36.97,4.98
10-06-2025 00:50,7.43,29.73,18.21,15.35,6.47,8.09,0.72,0.01,0.13,32.59,3.56,0.43,1.0,6.94,32.47,0.02,3.09,209.26,89.73,37.0,4.98
10-06-2025 00:55,7.43,29.77,18.21,15.38,6.46,8.09,0.73,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.47,0.02,3.09,209.26,89.73,37.0,4.98
10-06-2025 01:00,7.43,29.74,18.21,15.38,6.45,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.47,0.02,3.09,209.26,89.7,37.0,4.98
10-06-2025 01:05,7.43,29.77,18.21,15.38,6.44,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.46,0.02,3.09,209.25,89.7,36.97,4.98
10-06-2025 01:10,7.43,29.76,18.21,15.41,6.43,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.45,0.02,3.09,209.25,89.64,36.97,4.98
10-06-2025 01:15,7.43,29.73,18.21,15.41,6.41,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.44,0.02,3.09,209.25,89.6,36.95,4.98
10-06-2025 01:20,7.43,29.76,18.21,15.42,6.4,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.43,0.02,3.09,209.24,89.6,36.95,4.98
10-06-2025 01:25,7.43,29.72,18.21,15.45,6.39,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.42,0.02,3.09,209.23,89.64,36.97,4.98
10-06-2025 01:30,7.43,29.73,18.21,15.42,6.38,8.09,0.72,0.01,0.13,32.6,3.56,0.43,1.0,6.94,32.42,0.02,3.09,209.22,89.67,37.03,4.98
10-06-2025 01:35,7.43,29.73,18.21,15.45,6.37,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.41,0.02,3.09,209.22,89.67,37.09,4.98
10-06-2025 01:40,7.43,29.74,18.21,15.48,6.36,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.4,0.02,3.09,209.21,89.7,37.11,4.98
10-06-2025 01:45,7.43,29.72,18.21,15.45,6.36,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.39,0.02,3.09,209.2,89.7,37.2,4.98
10-06-2025 01:50,7.43,29.72,18.21,15.49,6.34,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.38,0.02,3.09,209.2,89.7,37.25,4.98
10-06-2025 01:55,7.43,29.71,18.21,15.49,6.33,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.37,0.02,3.09,209.2,89.67,37.2,4.98
10-06-2025 02:00,7.43,29.71,18.21,15.48,6.33,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.37,0.02,3.09,209.19,89.64,37.14,4.98
10-06-2025 02:05,7.43,29.7,18.21,15.51,6.32,8.09,0.72,0.01,0.13,32.6,3.56,0.43,0.99,6.94,32.36,0.02,3.09,209.18,89.64,37.09,4.98
10-06-2025 02:10,7.43,29.71,18.21,15.51,6.31,8.09,0.72,0.01,0.13,32.6,3.55,0.43,0.99,6.94,32.35,0.02,3.09,209.18,89.6,37.09,4.98
10-06-2025 02:15,7.43,29.71,18.21,15.51,6.3,8.09,0.72,0.01,0.13,32.6,3.55,0.43,0.99,6.94,32.33,0.02,3.09,209.18,89.64,37.09,4.98
10-06-2025 02:20,7.43,29.75,18.21,15.53,6.3,8.09,0.72,0.01,0.13,32.6,3.55,0.42,0.99,6.94,32.32,0.02,3.09,209.17,89.67,37.11,4.98
10-06-2025 02:25,7.43,29.73,18.21,15.52,6.28,8.09,0.72,0.01,0.13,32.6,3.55,0.42,0.98,6.94,32.31,0.02,3.09,209.16,89.7,37.11,4.98
10-06-2025 02:30,7.43,29.75,18.21,15.53,6.27,8.09,0.72,0.01,0.13,32.6,3.54,0.42,0.98,6.94,32.3,0.02,3.09,209.16,89.7,37.11,4.98
10-06-2025 02:35,7.43,29.76,18.21,15.55,6.26,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.29,0.02,3.09,209.15,89.7,37.2,4.98
10-06-2025 02:40,7.43,29.73,18.21,15.53,6.25,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.28,0.02,3.09,209.14,89.7,37.23,4.98
10-06-2025 02:45,7.43,29.73,18.21,15.58,6.24,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.27,0.02,3.09,209.13,89.7,37.25,4.98
10-06-2025 02:50,7.43,29.76,18.21,15.58,6.24,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.25,0.02,3.09,209.13,89.67,37.28,4.98
10-06-2025 02:55,7.43,29.73,18.21,15.55,6.23,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.24,0.02,3.09,209.13,89.64,37.28,4.98
10-06-2025 03:00,7.43,29.75,18.21,15.62,6.22,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.23,0.02,3.09,209.12,89.64,37.28,4.98
10-06-2025 03:05,7.43,29.74,18.21,15.59,6.21,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.22,0.02,3.09,209.11,89.67,37.25,4.98
10-06-2025 03:10,7.43,29.72,18.21,15.6,6.2,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.98,6.94,32.21,0.02,3.08,209.11,89.67,37.23,4.98
10-06-2025 03:15,7.43,29.73,18.21,15.65,6.19,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.97,6.93,32.2,0.02,3.08,209.11,89.7,37.23,4.98
10-06-2025 03:20,7.43,29.73,18.21,15.62,6.18,8.09,0.72,0.01,0.13,32.61,3.54,0.42,0.97,6.93,32.19,0.02,3.08,209.1,89.73,37.23,4.98
10-06-2025 03:25,7.43,29.72,18.21,15.65,6.17,8.09,0.72,0.01,0.13,32.61,3.54,0.41,0.97,6.93,32.18,0.02,3.08,209.09,89.73,37.25,4.98
10-06-2025 03:30,7.43,29.71,18.21,15.66,6.16,8.09,0.72,0.01,0.13,32.61,3.54,0.41,0.97,6.93,32.17,0.02,3.08,209.09,89.67,37.17,4.98
10-06-2025 03:35,7.43,29.72,18.21,15.66,6.15,8.09,0.72,0.01,0.13,32.61,3.54,0.41,0.96,6.93,32.15,0.02,3.08,209.08,89.67,37.2,4.98
10-06-2025 03:40,7.43,29.75,18.21,15.68,6.15,8.09,0.72,0.01,0.13,32.61,3.54,0.41,0.96,6.93,32.14,0.02,3.08,209.07,89.6,37.2,4.98
10-06-2025 03:45,7.43,29.76,18.21,15.68,6.14,8.09,0.72,0.01,0.14,32.61,3.54,0.41,0.96,6.93,32.13,0.02,3.08,209.07,89.6,37.25,4.98
